requestId,routeId,selected,rank,distanceMeters,durationSeconds,estimatedShadeExposure,greeneryExposure,parkExposure,pedestrianDensity,trafficExposure,noiseExposure,commercialActivityExposure,constructionExposure,pointOfInterestDensity,crossingComplexity
3b932bec-68a2-4b8d-b8c6-e8a688e91ada,route-1,1,1,3363.748,2395.169,0.5449130488896761,0.9652777777777778,0.3641662135873159,0.6849999999999999,0.5737510135649888,0.4891257094954921,0.2916666666666667,0.0019020602089396142,0.8972222222222225,0.8125
3b932bec-68a2-4b8d-b8c6-e8a688e91ada,route-2,0,2,3751.002,2702.029,0.467583602985821,0.9312499999999999,0.36616007405812545,0.6773333333333333,0.5517165348284869,0.49620157437994084,0.3666666666666666,0.0017118541880456527,0.8325000000000001,0.8875
46123432-9c4b-4d6d-b94c-668572af9d5a,route-1,1,1,1707.699,1163.487,0.23417944390547224,0.5999999999999999,0.32185953224335323,0.5964999999999999,0.2418209074691891,0.32427463522843225,0.5166666666666666,0.0,0.7449999999999999,0.7625
46123432-9c4b-4d6d-b94c-668572af9d5a,route-2,0,2,1713.152,1260.637,0.1971434222516316,0.4249999999999999,0.26366580922653493,0.5141666666666667,0.22811118054025545,0.24967782637817873,0.3,0.0,0.5499999999999999,0.6375
46123432-9c4b-4d6d-b94c-668572af9d5a,route-3,0,3,1757.032,1193.717,0.2822588144933943,0.5249999999999999,0.31102863441150436,0.567,0.21176993392717106,0.2757389537490196,0.425,0.0,0.6599999999999999,0.68125
eb8cd1f1-aee2-416b-be5e-837bca5fdcb9,route-1,1,1,2806.34,1998.036,0.33953779632791725,0.7499999999999999,0.22430302877838265,0.6329166666666668,0.5260837485463628,0.5073211239824538,0.46354166666666663,0.0,0.7687500000000003,0.0
eb8cd1f1-aee2-416b-be5e-837bca5fdcb9,route-2,0,2,3101.073,2256.366,0.22904470405112556,0.6397058823529411,0.20599008487604822,0.812450980392157,0.4744579306423804,0.5938852573320189,0.8725490196078431,0.0,0.8514705882352942,0.7740384615384616
